Rider_ID,Initial_Location,Dropoff_Location,status,systemjoin,pickup,dropoff
r480,"[6.954004058637196, 16.13091015705011]","[19.017196749736385, 14.769308442947837]",Abandoned,16.26826766073283,,
r481,"[0.3283666675739716, 2.5728678146330664]","[15.545560273942652, 14.176340522414343]",Abandoned,16.30965409549659,,
r482,"[10.632141626330085, 3.9765899812945804]","[7.249080806585628, 3.901257627538912]",Completed,16.381642450019754,,
r483,"[10.37597133338556, 4.378091457766771]","[15.50382153487382, 5.648307906922694]",Completed,16.397054047066028,,
r484,"[0.8778811538770781, 4.683451811568071]","[2.2615161351067647, 0.13350797307516205]",Completed,16.483305694716297,,
r485,"[7.6301888145752965, 15.59457146314051]","[1.0414650669790126, 1.702484761112264]",Completed,16.568713172018075,,
r486,"[10.117897433165368, 5.875150811918017]","[10.997464316064908, 1.5044447324565136]",Completed,16.573110599669334,,
r487,"[5.210736485750608, 12.58391262175427]","[3.32766511707856, 8.282103202011388]",Abandoned,16.5893985569793,,
r488,"[7.314665170162328, 19.08033156525239]","[9.910009224416424, 13.514771394314149]",Completed,16.60626277922007,,
r489,"[1.9483911560318101, 9.854849968502585]","[19.564933253370846, 18.276839416720755]",Completed,16.710230916287284,,
r490,"[5.065087079992317, 12.271832122451386]","[12.6013820565544, 11.102471011161324]",Completed,16.776658941047668,,
r491,"[16.80885949241935, 11.90188816291409]","[16.847179849973223, 12.358364588656613]",Completed,16.833708912495577,,
r492,"[2.3408467089798934, 4.64133777323346]","[10.07033054031173, 10.067116180017823]",Completed,16.86636419697192,,
r493,"[4.587232749006736, 14.428846306206843]","[7.892484675114733, 1.9227761580596847]",Completed,16.888591110304002,,
r494,"[18.263562127508997, 5.437000980039901]","[4.5321650674710945, 16.493312251886294]",Completed,16.903721742496256,,
r495,"[0.6525066477964692, 16.140241093821494]","[0.5424877858218125, 17.184843014644272]",Completed,16.922539279191856,,
r496,"[3.219101823374677, 13.229018469303515]","[13.5415395129106, 0.8123571538092444]",Completed,16.979580665181793,,
r497,"[1.529425294861384, 19.99655629091504]","[10.651666818213046, 2.648887311712851]",Completed,16.982032724879307,,
r498,"[14.663992530582771, 13.750971906639464]","[17.29348056350835, 0.8961574803760475]",Completed,16.985101465619998,,
r499,"[6.440908640870906, 7.169479987261116]","[10.089170210448263, 8.729586680476341]",Completed,17.01164471020261,,
r500,"[14.07825006366231, 13.545054011523137]","[12.066870016350945, 17.232258124244638]",Completed,17.049672810678604,,
r501,"[9.165762639577098, 17.31066980392486]","[18.523670214451155, 0.954840467653626]",Completed,17.10518905060283,,
r502,"[0.674776272614126, 12.193446037066174]","[15.40511656737089, 14.221790610893727]",Completed,17.112457486972467,,
r503,"[12.626024494554313, 16.446755676070083]","[15.542018967652819, 3.7599375476957198]",Completed,17.193477394841654,,
r504,"[0.7187963308378187, 12.766157136681189]","[13.87778340671612, 1.1030299537382282]",Completed,17.247691233864654,,
r505,"[18.02962824936452, 15.905118178701642]","[14.343134954969818, 8.224335015313915]",Completed,17.256635268441116,,
r506,"[6.467301750159644, 7.44649095820167]","[9.425765364240377, 13.312647040472957]",Completed,17.260835651731906,,
r507,"[16.650468995222734, 1.1422858330249408]","[17.24660952159118, 8.109341033483638]",Completed,17.30892418093388,,
r508,"[18.10189605981419, 17.96801854617052]","[9.527981232577247, 17.990428617457724]",Completed,17.37434645852127,,
r509,"[17.548390771610784, 15.719306773078678]","[14.600928138652737, 2.4119901847194414]",Completed,17.457637846132773,,
r510,"[12.539013395253333, 7.317690145233056]","[1.6697030676259272, 11.415552881708111]",Completed,17.50201741372093,,
r511,"[9.445738750549493, 15.34293696514757]","[9.523126616156102, 18.59216147938251]",Completed,17.65872524835353,,
r512,"[0.14073013775741217, 15.739550986175992]","[9.951556334171247, 3.732329812382591]",Completed,17.703248925188237,,
r513,"[15.24415620871901, 16.353364877545353]","[6.048351109890588, 18.50909301831979]",Completed,17.77362236592857,,
r514,"[12.349289298872732, 4.986230982905129]","[0.8851397857001753, 9.936299992753916]",Completed,17.80134549251268,,
r515,"[7.458502846825361, 13.420752384400181]","[7.840744195469931, 9.548888379351272]",Completed,17.826082162413257,,
r516,"[13.552767537106739, 6.631369648642083]","[3.0988600285603307, 0.7475186126938138]",Completed,17.84293379115074,,
r517,"[13.475308371794803, 9.202774503816597]","[8.385772107844826, 12.488697057999358]",Completed,17.851132251570206,,
r518,"[7.885758714635642, 2.779507775604728]","[3.776673608391379, 13.203656705709632]",Completed,17.890229158252197,,
r519,"[1.3917348025704346, 12.65404468776537]","[0.028469889145137373, 7.409210542756006]",Completed,17.90039760099172,,
r520,"[16.147261079082103, 7.137443664298901]","[8.169729029199077, 1.7525765910443791]",Completed,17.9014571130358,,
r521,"[3.2721133452749607, 8.354878313549444]","[11.437942047406883, 12.298544653134819]",Completed,17.91350610248353,,
r522,"[14.792675295603434, 19.501551427954244]","[4.885878468064922, 7.154151068515045]",Completed,17.932016107172657,,
r523,"[15.263786591549106, 6.964834105164783]","[14.998807698494653, 6.137818282141055]",Completed,17.93900677216332,,
r524,"[19.95052511806128, 13.955677008944603]","[9.605871813961567, 8.513721799335157]",Completed,18.01095966840819,,
r525,"[9.383312513837065, 15.456893558464985]","[19.345190299420796, 18.225774368032212]",Completed,18.077916966017515,,
r526,"[8.964309362187592, 3.099696347511951]","[0.8731715980268895, 16.63704187795959]",Completed,18.13488448623488,,
r527,"[17.558550343928367, 14.738968019695113]","[9.014008116035857, 15.186376229330786]",Completed,18.156081446895293,,
r528,"[18.80549278687709, 14.036657667160842]","[10.433109125809555, 4.600399151261739]",Completed,18.157905346006434,,
r529,"[6.002995480207884, 9.03274875191433]","[11.748459753987055, 19.6854737784698]",Completed,18.188251879060893,,
r530,"[7.797457381487258, 1.0909788098043394]","[16.74901486815967, 19.069681642460928]",Completed,18.25378045283146,,
r531,"[5.082208288530026, 4.978873865761349]","[11.131441969911188, 8.293918008257183]",Abandoned,18.26117710072159,,
r532,"[1.5422374702110608, 16.40579032636445]","[0.3902385765503791, 14.987492815686334]",Abandoned,18.268987530011334,,
r533,"[14.742247972154704, 14.83821699259115]","[17.1517917081615, 10.418609141575324]",Abandoned,18.381317758388665,,
r534,"[13.14075008046662, 3.7610296425741296]","[7.0334917850242284, 3.717921458773936]",Completed,18.423102828600122,,
r535,"[9.26214038483376, 19.10223015510413]","[8.173177051189446, 9.888090008884374]",Completed,18.445754982793463,,
r536,"[8.122697546296632, 6.4599023221525815]","[0.9739258773051884, 3.533041269876951]",Completed,18.45288526505969,,
r537,"[0.9224439138332108, 14.55743125302604]","[10.881637300267638, 2.4230345013480736]",Completed,18.51767423247025,,
r538,"[17.12771282301029, 15.610655478686596]","[3.1243689457316437, 3.780917082503674]",Completed,18.54336028271872,,
r539,"[0.34471960793053036, 14.839731712825213]","[19.830438929566366, 15.519949719161186]",Completed,18.569089551163586,,
r540,"[0.6939254654733529, 0.4940408857869838]","[16.024722299209742, 15.321056275789742]",Completed,18.601332232226255,,
r541,"[17.440413406771803, 1.8611277994418418]","[15.786556290049008, 4.932728003988478]",Abandoned,18.625113372245384,,
r542,"[3.111006239746965, 4.325317724881956]","[19.17660470007109, 3.7049123861857147]",Completed,18.6738732211035,,
r543,"[14.415047089173026, 16.835960119445964]","[7.9585216783298085, 0.5144693131892919]",Completed,18.69431178679907,,
r544,"[16.591450104474852, 12.303271076603608]","[17.754845970665848, 19.6442664553294]",Completed,18.695738139372253,,
r545,"[9.761416605011792, 8.203208888843605]","[10.509032319649469, 9.083256252494532]",Completed,18.70780135331629,,
r546,"[6.735475872420089, 12.110243527045307]","[10.836675495014363, 10.452028909461124]",Completed,18.759493084378768,,
r547,"[0.648776775589841, 14.91238337557234]","[16.947622380357796, 13.769636868629586]",Completed,18.774753771242107,,
r548,"[7.986324889803074, 15.22934864698499]","[3.614179685447365, 3.8621856791226894]",Completed,18.841844799725894,,
r549,"[16.167245694482, 1.575157619526344]","[16.0575378231252, 12.983912893468153]",Completed,18.882366618656572,,
r550,"[13.683009970081113, 7.739415089204728]","[14.057869697213663, 19.340421311209795]",Completed,18.892034315558103,,
r551,"[9.171783991192918, 4.78998210459141]","[1.9056700291650763, 10.921465044800483]",Completed,18.99581978002831,,
r552,"[11.829866232175942, 17.132390836297507]","[10.20058630761589, 1.610429909359965]",Completed,18.998400420828684,,
r553,"[7.3355074679676395, 8.100569360133132]","[0.7069192511448374, 9.60304097824565]",Completed,19.00289077163757,,
r554,"[15.968225942030392, 2.100017332502082]","[5.449790519754827, 1.588799599582842]",Completed,19.09163452784924,,
r555,"[3.1531349890219085, 6.7859844065875174]","[10.260429892106753, 14.849116974165685]",Completed,19.095110665418147,,
r556,"[4.985255648080651, 3.722100180681951]","[3.6773107529726157, 15.874037866955852]",Completed,19.097373156932875,,
r557,"[4.570951106563577, 3.991953371485848]","[4.102596234325812, 13.623228104543443]",Abandoned,19.133786323412252,,
r558,"[8.01427233186483, 2.9155620692147743]","[12.033028351645878, 16.39402604691792]",Completed,19.178315304928674,,
r559,"[3.694415015657302, 2.0289933022453677]","[3.5022974767604076, 7.109995477245192]",Completed,19.19891258939763,,
r560,"[5.647156205483235, 7.960136715211958]","[8.108811569286544, 17.811442656423058]",Completed,19.24135542010714,,
r561,"[11.787679490296977, 0.15071678269489963]","[14.373596883749078, 18.25427863912633]",Abandoned,19.259013038463998,,
r562,"[16.76230106741408, 1.6016594196800815]","[7.257503890710611, 6.5307431760100965]",Abandoned,19.308161185404995,,
r563,"[3.4353294705796067, 10.188498435740403]","[0.7196388367172979, 19.030244607743253]",Completed,19.312790103834185,,
r564,"[6.198206147312424, 16.44719609794048]","[14.41187021122339, 10.833704019795931]",Completed,19.31825429540608,,
r565,"[16.500714898554236, 2.0502088596772117]","[2.4112793741409932, 9.06558781001494]",Abandoned,19.33206228526626,,
r566,"[9.17896669832336, 11.652078188044168]","[7.474131780136075, 16.791935328890794]",Completed,19.33396701431729,,
r567,"[11.24346065792835, 15.223068399669412]","[5.148444181973007, 14.93129588349369]",Abandoned,19.365860067885922,,
r568,"[10.571867253537997, 13.961584015875502]","[9.87920962342984, 19.512325302909414]",Abandoned,19.38098174844689,,
r569,"[1.2922908169942149, 14.867195054613045]","[4.654003624697389, 3.0694997974669525]",Abandoned,19.439803687361103,,
r570,"[6.662266512871438, 17.30258052867702]","[1.0795703102810483, 17.498581324804533]",Completed,19.461050795634478,,
r571,"[6.761299695414468, 6.179769104399771]","[8.346978023924677, 17.780854548848716]",Completed,19.493439093476784,,
r572,"[19.4567907324958, 16.11202202216988]","[10.483637198390896, 9.549884005742014]",Completed,19.544016090220754,,
r573,"[14.182163834073084, 5.769219679300914]","[2.687749734018925, 3.3416019799954455]",Completed,19.561131110525743,,
r574,"[0.04756150351907129, 0.4432090118584697]","[3.418583308572962, 2.2569768054404515]",Completed,19.583313812474614,,
r575,"[9.721879715400263, 4.977630564761286]","[16.56345488236235, 17.85993302940966]",Abandoned,19.59614818098519,,
r576,"[13.246514892995956, 2.6871030171903043]","[8.116885248290124, 12.344131817209416]",Abandoned,19.598192220471223,,
r577,"[2.3658448686928546, 18.49904820989931]","[5.976791891370528, 1.4169864266302556]",Completed,19.618821644225093,,
r578,"[10.959128112863944, 8.038669913942595]","[1.6503566739396636, 6.226925591408592]",Completed,19.627875020873407,,
r579,"[8.751415046111715, 2.925806929823336]","[2.934941652100125, 6.469274948191746]",Completed,19.68788731234471,,
r580,"[8.87264542725596, 4.279515724689487]","[18.138492340091336, 7.067886027366996]",Abandoned,19.697447465480057,,
r581,"[12.941409890563484, 12.630187011503661]","[14.164310373844666, 8.417739880719004]",Completed,19.70788599096465,,
r582,"[6.4840075724215644, 9.024295444815046]","[6.059718042066287, 18.281454090662276]",Abandoned,19.739342105008358,,
r583,"[17.53850870365184, 5.7623405608674405]","[19.407364525795263, 11.054312722541717]",Completed,19.747382655427277,,
r584,"[15.423162555589744, 6.537868796634145]","[14.465128755362764, 19.449225911603737]",Abandoned,19.75085136480422,,
r585,"[18.97342005926019, 15.223604939790118]","[14.479610481974204, 17.942549376021187]",Completed,19.771723489349213,,
r586,"[16.892778488193937, 12.510866214088097]","[7.4053293925577, 5.236935245984659]",Completed,19.856693755728443,,
r587,"[5.408731787718226, 6.118730271963264]","[3.2330506116083813, 2.991031335376042]",Completed,19.89787685509327,,
r588,"[14.902471782487384, 9.74960114111237]","[18.428318375191278, 19.159457107388576]",Completed,19.90357820521958,,
r589,"[8.1607965099133, 13.768092795873091]","[7.818805506979936, 7.213090090995776]",Completed,19.93820099696285,,
r590,"[11.611937225376359, 17.6515774212281]","[11.48762288804021, 11.319932484378363]",Abandoned,19.95215234699503,,
r591,"[6.948548871206135, 18.641332684129836]","[1.6144196219661033, 16.919514651296915]",Completed,19.971408062099517,,
r592,"[5.7880351173994615, 14.555461339908373]","[9.633824559638938, 6.937866514299036]",Completed,20.010038328227363,,
r593,"[13.92669017177634, 6.860265361757962]","[5.747752110590811, 17.99814759072507]",Abandoned,20.043335143252687,,
r594,"[17.129003236555494, 17.926650159382728]","[3.8621749038035524, 0.7474203285360992]",Completed,20.173639980081983,,
r595,"[11.382935568546248, 13.070182559151856]","[7.225522320437159, 4.9045695266939004]",Completed,20.189714713553037,,
r596,"[4.465925598551683, 3.4499492585061176]","[18.48864602232117, 6.155523932661309]",Completed,20.21331018743127,,
r597,"[6.72471888483519, 16.208347902711193]","[4.8504826653090465, 10.55906374607763]",Completed,20.236917517833668,,
r598,"[17.118828081506713, 18.60998404196952]","[16.605813147434482, 4.589133631637441]",Completed,20.237714006360108,,
r599,"[18.060117633458404, 0.156564486124382]","[18.72478442906334, 18.90295244428114]",Completed,20.299925611757782,,
r600,"[1.44901557126065, 15.732652655955839]","[4.105865099737478, 14.352566799461446]",Completed,20.37667235332811,,
r601,"[11.446223605762441, 3.4254474805316204]","[16.697900089819417, 0.9222767110813557]",Completed,20.400890685464308,,
r602,"[17.16581614404783, 15.398504197583755]","[4.703947816775528, 3.072202827667152]",Completed,20.401111988617572,,
r603,"[7.238796821288758, 10.458136532861165]","[7.693535679551684, 3.589885978499494]",Completed,20.419797489001887,,
r604,"[4.12657732639941, 19.398871674932003]","[19.983690561231715, 6.182158469035503]",Completed,20.42885205273888,,
r605,"[15.08867150616875, 16.602641733706456]","[17.876941264634258, 5.961501220782677]",Completed,20.476226107240688,,
r606,"[16.762388783433025, 18.12025691591475]","[13.892971072833003, 11.107147915979457]",Completed,20.53194456544545,,
r607,"[2.7422814842125476, 9.601219026323678]","[14.360943646385207, 14.223944681252085]",Completed,20.53410098018786,,
r608,"[15.378613856297234, 9.483598167329209]","[15.10574528011356, 2.2198005084260064]",Completed,20.55031957616127,,
r609,"[19.672569762220366, 5.672334028582875]","[16.647518005917558, 17.063013606416582]",Completed,20.574934950969347,,
r610,"[4.499420379382193, 16.06199469644282]","[19.0866276636954, 8.464199493793963]",Completed,20.592006865859968,,
r611,"[1.753183584546234, 6.228743987496856]","[15.556361048131812, 10.509835799802872]",Completed,20.595503707968273,,
r612,"[10.631915967985739, 2.995259493869802]","[3.6453758162121863, 14.651167223004496]",Completed,20.602243785149977,,
r613,"[12.397329019684397, 11.965874929716485]","[5.82045555799467, 14.538629962365615]",Completed,20.606938892216352,,
r614,"[7.477806384590336, 8.473173442325901]","[8.322566219299892, 11.438210539152735]",Abandoned,20.60882348049848,,
r615,"[1.043315109772407, 0.6582695602607957]","[2.966240566060563, 9.591397761196621]",Completed,20.60958519956486,,
r616,"[2.3181171740893114, 19.819610233485676]","[18.001206276013225, 7.798419329103181]",Abandoned,20.619011445553692,,
r617,"[3.786375056817053, 11.38143152164763]","[13.283551316515085, 7.439738056211489]",Abandoned,20.619772743828317,,
r618,"[10.249416847688007, 4.265362927653005]","[19.25913250095106, 12.145349176404531]",Completed,20.65916103946845,,
r619,"[16.614354132525712, 1.9435122804281835]","[7.91065748315686, 9.035292310879816]",Completed,20.68737791966824,,
r620,"[6.971715545324912, 18.758215052090375]","[0.64992757866283, 5.459767907116295]",Completed,20.718966191052797,,
r621,"[9.569832039427137, 10.344746078927491]","[15.68560923807675, 4.922967008080552]",Abandoned,20.734057205396542,,
r622,"[5.947224273934051, 7.284536410246321]","[14.258105895001869, 19.479551651141357]",Completed,20.75267104966161,,
r623,"[8.649391588481109, 9.495454988210604]","[0.5313225880814976, 9.633830764609225]",Completed,20.77998033190748,,
r624,"[10.087629956245923, 13.64927495677696]","[0.48309838994218257, 3.0429579089834635]",Completed,20.792351986443578,,
r625,"[14.772502862112907, 9.07320127110725]","[8.192405426473835, 19.00894245812745]",Completed,20.810561220185114,,
r626,"[0.12333164236097538, 6.892076587073685]","[10.366544159513387, 5.437914668834029]",Abandoned,20.8123743272148,,
r627,"[7.10655442831089, 8.966838602048357]","[9.605294391652855, 0.4517935073563506]",Completed,20.82437051614432,,
r628,"[1.6675131817453281, 3.0483332799301444]","[12.569184396628188, 14.69167535181072]",Abandoned,20.82544620595472,,
r629,"[16.858128515639923, 5.789547952175567]","[10.736528084321888, 6.791155792367965]",Abandoned,20.834921598050506,,
r630,"[14.205580771334997, 7.919763012567412]","[15.615632863174847, 10.722407863826897]",Abandoned,20.86094176717638,,
r631,"[16.46322735166923, 2.314331339712745]","[11.236916356671118, 4.8732669346262885]",Abandoned,20.89744571192602,,
r632,"[17.44807518565509, 17.263291291239426]","[8.50774823984108, 2.9532258834601244]",Abandoned,21.04764218579763,,
r633,"[2.3294944248758065, 7.698210360898239]","[5.668259728409984, 1.5682330299852687]",Abandoned,21.059304142378398,,
r634,"[16.062177688452493, 12.736163946965611]","[16.578643967285892, 4.941208477203666]",Completed,21.134617791641915,,
r635,"[3.522938594261813, 15.260779413720638]","[9.719465309612032, 14.073125885669091]",Completed,21.193417444333903,,
r636,"[13.340493265595363, 10.21936277464631]","[1.3868726317920932, 6.404402776456719]",Abandoned,21.198136268798226,,
r637,"[0.09755410616917093, 4.344817008327871]","[1.1811695783096643, 7.643221378358049]",Abandoned,21.21800056122748,,
r638,"[15.634886558716872, 11.06455760665164]","[10.120554283449994, 6.393467367682614]",Abandoned,21.22469942565793,,
r639,"[10.986406590067368, 11.515541938564004]","[6.99501809497969, 8.432616836420001]",Abandoned,21.2320096644547,,
r640,"[8.02389919178459, 9.283577825683356]","[5.180375856705637, 10.558184412143259]",Abandoned,21.27067689372318,,
r641,"[16.832081696507537, 1.0781743034616476]","[17.865152910571325, 16.718397293771467]",Abandoned,21.289794794280294,,
r642,"[2.8269737611184342, 0.7994643678192759]","[18.264229040532253, 15.648182588321147]",Completed,21.323771927233892,,
r643,"[17.134976481586246, 6.785756548461892]","[7.865391712981706, 2.8798264290555387]",Completed,21.36988272936836,,
r644,"[14.302417770124938, 17.24405219695572]","[2.4027604945308045, 13.070143108132658]",Abandoned,21.370312532996802,,
r645,"[15.670403644865296, 7.623095062960454]","[13.664768079420204, 16.392850398021782]",Abandoned,21.43170259602682,,
r646,"[2.6486045296906435, 17.879770672944097]","[7.483565215784907, 9.081132237833279]",Completed,21.434539100884553,,
r647,"[8.695504785297548, 5.450307994766477]","[12.304279561916292, 19.155728330420786]",Completed,21.439255495197024,,
r648,"[14.678707001401122, 1.9019558678846105]","[2.047443748532638, 17.68787964299254]",Completed,21.505329411632623,,
r649,"[19.438741428607287, 10.986123066345986]","[12.42420483715344, 6.385650089396162]",Abandoned,21.542008538236654,,
r650,"[12.08955440075906, 3.220080895165527]","[13.792414178375616, 12.724844873967678]",Completed,21.58620665567819,,
r651,"[9.124014414216006, 8.679626609493813]","[17.613494989601705, 18.369964504054963]",Completed,21.608712674826617,,
r652,"[1.8205261839355424, 18.603756502518586]","[11.854810436753208, 0.674830968636797]",Completed,21.63920648205443,,
r653,"[11.514981383873712, 19.86198011664108]","[0.4843867352930209, 14.903513217920352]",Completed,21.672220832535984,,
r654,"[2.3191206809232567, 14.308510982784142]","[15.378990370526914, 9.218716040895744]",Abandoned,21.686357444090905,,
r655,"[16.57266035858948, 0.9143178049431433]","[11.502630188929619, 16.23624195617789]",Abandoned,21.7083003117536,,
r656,"[18.99540955339224, 0.5867451194810047]","[0.34317716494016937, 18.3319320745545]",Abandoned,21.72552851930997,,
r657,"[1.0459415074235445, 18.162116160122615]","[16.16717968239735, 10.601661457179185]",Completed,21.727315097028107,,
r658,"[18.80425482737023, 0.611721821409561]","[1.2369210089718008, 13.286839938467597]",Completed,21.731595850042538,,
r659,"[1.5128691022819418, 13.213191667246713]","[8.879661975076687, 10.345955140153327]",Abandoned,21.736655811143077,,
r660,"[14.806464241900407, 5.289775328145863]","[17.277264638803768, 15.400488400018046]",Abandoned,21.753702227701215,,
r661,"[8.261744146070917, 5.547379807107373]","[19.662453861390837, 5.164263351596851]",Abandoned,21.865859463039058,,
r662,"[16.495392086396212, 16.431527846337335]","[16.11762299642453, 6.573959092529728]",Completed,21.87218555478485,,
r663,"[8.838498427968792, 1.357769442687804]","[17.97021282805999, 4.364415227378931]",Abandoned,21.90255245658175,,
r664,"[12.937557653511128, 8.1818840843003]","[14.165546219924416, 8.938292377626107]",Completed,21.913005158466625,,
r665,"[6.21696311807777, 12.851070454489301]","[1.0960997429173958, 5.359901728980512]",Completed,21.916811787612566,,
r666,"[2.7747821638739967, 6.977202576547114]","[1.0505698493841176, 10.5568171825641]",Abandoned,21.9980107466933,,
r667,"[1.268540146214523, 2.65738001376318]","[10.49779286703493, 9.540362343803647]",Abandoned,22.008035330951476,,
r668,"[17.88202622934565, 10.347142939121019]","[12.659074488817279, 1.3991665222832594]",Abandoned,22.00967658785705,,
r669,"[14.7041512362091, 17.14303895759616]","[4.185240705979883, 1.0709545835270062]",Completed,22.06923460388759,,
r670,"[16.21506586096706, 16.178424570209224]","[18.92421708304787, 9.376457563547184]",Completed,22.119465723308398,,
r671,"[14.45918594635203, 16.078053356096085]","[18.292346762800314, 4.163095897194069]",Completed,22.127624108352695,,
r672,"[3.792623854094934, 5.0626723982174475]","[11.178126131170124, 1.5813286236545188]",Completed,22.15931366080461,,
r673,"[16.772723280398314, 8.111188137945142]","[9.877154698046521, 9.235714941616642]",Completed,22.257600807172565,,
r674,"[11.1007866083281, 4.284365847277279]","[16.9485300272743, 8.26941473612914]",Abandoned,22.312272674864364,,
r675,"[7.721519742436644, 6.156754376601681]","[8.011876199312582, 17.88724219887159]",Completed,22.32291844376753,,
r676,"[2.538953385387195, 8.347764052183297]","[5.688706419907737, 16.758541520635752]",Abandoned,22.332962857029248,,
r677,"[12.52115665427895, 6.775949749936412]","[5.063110236363015, 17.858377518113855]",Abandoned,22.385849311330023,,
r678,"[14.194369724673773, 18.42865439912383]","[7.829133619408317, 12.19854814062751]",Abandoned,22.39363628515348,,
r679,"[14.793238302338505, 12.88060949970239]","[12.80034734187648, 3.0859528612911213]",Completed,22.41902754382145,,
r680,"[10.171286841209445, 15.502920905953248]","[19.72771978647679, 15.887582204901555]",Completed,22.441327644063723,,
r681,"[7.514785990359143, 10.808088573236672]","[15.296098199314779, 5.044902405991847]",Abandoned,22.443998936528725,,
r682,"[4.434386722227774, 1.5193219559265803]","[12.435576660709216, 5.258801371309176]",Abandoned,22.47579721985416,,
r683,"[5.790563964929212, 12.703109892681269]","[17.218757212523887, 19.046866053485076]",Completed,22.485874593777805,,
r684,"[14.26560605910397, 14.069191503546586]","[17.985969297964225, 11.135394066937323]",Abandoned,22.499256220570345,,
r685,"[10.137052594117828, 19.889341084625833]","[12.947982386506583, 17.33864833858509]",Abandoned,22.597496624541357,,
r686,"[8.75660587159231, 10.785764734157759]","[17.79704782103814, 9.271617507126297]",Completed,22.666643167601574,,
r687,"[13.356362528165953, 19.39559807827019]","[15.150495480846946, 0.9360721916926518]",Abandoned,22.721901634785258,,
r688,"[10.46388795040163, 19.693393609752164]","[9.18106980792313, 11.61432819561335]",Completed,22.801828983888477,,
r689,"[13.069267557713163, 9.5194330644498]","[13.261418186744557, 19.978022896413094]",Completed,22.823535732571486,,
r690,"[4.362440267761604, 9.053395277706915]","[9.69267112532594, 17.470803578519334]",Completed,22.853646720158928,,
r691,"[7.601893024574964, 0.4602877794940641]","[7.84825008589205, 7.211095203427558]",Abandoned,22.886552094752634,,
r692,"[13.401375573020253, 8.122450728379285]","[15.240395478660282, 18.67631925845267]",In Ride,22.910972724953595,,
r693,"[5.56286534084702, 4.871241582495354]","[16.81277102991595, 9.78675614068489]",Abandoned,23.009543110355903,,
r694,"[19.89294265014817, 6.8547956211764305]","[10.576328088432618, 16.648195043565003]",Abandoned,23.016391513196567,,
r695,"[4.0084171656220775, 14.561258195114672]","[11.536583449645692, 3.358730468110873]",In Ride,23.07358597695769,,
r696,"[2.709413433924819, 0.5614628716346726]","[17.138833591608186, 8.62762842682416]",In Ride,23.109265937343242,,
r697,"[2.0096045609054114, 5.984573518681147]","[0.9843367972766703, 0.5895970443146803]",Completed,23.227958528528152,,
r698,"[7.1816802653283425, 12.726917542613048]","[2.8229578974973246, 15.374535909671552]",In Ride,23.24051001156816,,
r699,"[14.295364236314125, 0.3531089912801977]","[6.296968857417891, 5.12184327519615]",In Ride,23.270436423171958,,
r700,"[15.20277996691708, 14.055439355821752]","[15.136882871769814, 18.393832415207942]",In Ride,23.37072582946348,,
r701,"[4.703411719712243, 17.641955575160996]","[7.9401746414365615, 11.006355573478855]",Abandoned,23.383516996538134,,
r702,"[15.798257427340248, 8.966109558928231]","[15.414663421606656, 6.029912333723146]",Abandoned,23.41338010631388,,
r703,"[9.99172051257176, 10.168314171452579]","[0.15554801669164453, 12.19562523107932]",In Ride,23.430275889475293,,
r704,"[14.691845489765763, 7.765532075467818]","[5.485517816445671, 6.6866171792385565]",Abandoned,23.43516471068412,,
r705,"[14.738225607709381, 18.979519377359082]","[11.294039959865854, 10.268772480790826]",In Ride,23.47203607414999,,
r706,"[2.240184875680038, 15.113345354706206]","[18.076750768406132, 3.3222029805733744]",Abandoned,23.483146427422586,,
r707,"[14.5568273334427, 4.68638470077072]","[9.895283745331101, 13.245364127055435]",In Ride,23.508280321424735,,
r708,"[9.201238078315512, 18.965753991608917]","[2.8833939614571213, 9.615673966912066]",In Ride,23.605036050637985,,
r709,"[19.980180385812496, 4.857666704255113]","[0.34480485049362963, 5.369013418221272]",In Ride,23.669482965531838,,
r710,"[5.902596086022827, 14.953429620877674]","[12.733299584620738, 13.918737141926819]",In Ride,23.701203202374348,,
r711,"[12.696968812524528, 5.023486482899315]","[11.8127410758335, 0.2420567556052977]",In Ride,23.800399912791228,,
r712,"[17.090219985580156, 3.2988921517765246]","[14.765385626590199, 19.55249223001443]",In Ride,23.81475763435514,,
